resource	entitiesCount	entitiesFound	entitiesRatio	entitiesPValue	entitiesFDR	interactorsCount	interactorsFound	interactorsRatio	entitiesAndInteractorsCount	entitiesAndInteractorsFound	reactionsCount	reactionsFound	reactionsRatio	path	entities	glycoPath	ctype
TOTAL	32	2	0.00217406073782186	0.000788581410739453	0.00355546673393947	137	0	0.00781547845977888	164	2	19	18	0.00144916482343071	Regulation of RUNX1 Expression and Activity	RUNX1;RUNX1	sulfotransferases	COAD_READ.
TOTAL	34	2	0.00230993953393573	0.000888866683484868	0.00355546673393947	210	0	0.0115325962638201	242	2	24	21	0.00183052398749142	RUNX2 regulates osteoblast differentiation	RUNX2	sulfotransferases	COAD_READ.
TOTAL	43	2	0.00292139411644813	0.00141192440525117	0.0056476976210047	246	0	0.0134388105223027	282	2	32	29	0.00244069864998856	RUNX2 regulates bone development	RUNX2	sulfotransferases	COAD_READ.
TOTAL	7	1	0.000475575786398533	0.00899736850304911	0.0256597183010172	5	0	0.000571864277544796	12	1	5	5	0.000381359164060712	RUNX1 regulates transcription of genes involved in interleukin signaling	RUNX1	sulfotransferases	COAD_READ.
TOTAL	7	1	0.000475575786398533	0.00899736850304911	0.0256597183010172	74	0	0.00381242851696531	80	1	4	4	0.00030508733124857	RUNX1 regulates transcription of genes involved in BCR signaling	RUNX1	sulfotransferases	COAD_READ.
TOTAL	8	1	0.000543515184455466	0.0102764288515415	0.0256597183010172	50	0	0.00276401067479985	58	1	6	6	0.000457630996872855	RUNX1 regulates expression of components of tight junctions	RUNX1	sulfotransferases	COAD_READ.
TOTAL	1554	6	0.105577824580474	0.0111389154627893	0.0256597183010172	3712	0	0.229269919939001	4811	6	824	207	0.0628479902372054	Generic Transcription Pathway	RUNX1;RUNX2;RUNX1;RUNX2	sulfotransferases	COAD_READ.
TOTAL	9	1	0.000611454582512399	0.0115539251318776	0.0256597183010172	63	0	0.00338353030880671	71	1	4	4	0.00030508733124857	RUNX1 regulates transcription of genes involved in WNT signaling	RUNX1	sulfotransferases	COAD_READ.
TOTAL	10	1	0.000679393980569332	0.0128298591505086	0.0256597183010172	95	0	0.00490850171559283	103	1	8	7	0.00061017466249714	RUNX1 regulates estrogen receptor mediated transcription	RUNX1	sulfotransferases	COAD_READ.
TOTAL	11	1	0.000747333378626265	0.014104232711922	0.0282084654238439	22	0	0.00157262676324819	33	1	8	6	0.00061017466249714	RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	RUNX1	sulfotransferases	COAD_READ.
TOTAL	1693	6	0.115021400910388	0.0166424348536075	0.033284869707215	3857	0	0.239801753717118	5032	6	885	207	0.0675005720387461	RNA Polymerase II Transcription	RUNX1;RUNX2;RUNX1;RUNX2	sulfotransferases	COAD_READ.
TOTAL	16	1	0.00108703036891093	0.0204527566805673	0.0405087868701889	98	0	0.00533739992375143	112	1	8	2	0.00061017466249714	RUNX3 regulates p14-ARF	RUNX1	sulfotransferases	COAD_READ.
TOTAL	17	1	0.00115496976696786	0.0217178052831896	0.0405087868701889	38	0	0.00252573389248952	53	1	20	20	0.00152543665624285	RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	RUNX1	sulfotransferases	COAD_READ.
TOTAL	1851	6	0.125755825803383	0.0249957078321876	0.0405087868701889	4048	0	0.25324056423942	5314	6	996	207	0.0759667454808939	Gene expression (Transcription)	RUNX1;RUNX2;RUNX1;RUNX2	sulfotransferases	COAD_READ.
TOTAL	23	1	0.00156260615530946	0.0292756539474606	0.0405087868701889	60	0	0.00390773922988944	82	1	6	1	0.000457630996872855	RHO GTPases activate CIT	MYH11	sulfotransferases	COAD_READ.
TOTAL	26	1	0.00176642434948026	0.033033802332434	0.0405087868701889	38	0	0.00300228745711018	63	1	7	2	0.000533902829684997	RHO GTPases Activate ROCKs	MYH11	sulfotransferases	COAD_READ.
TOTAL	26	1	0.00176642434948026	0.033033802332434	0.0405087868701889	33	0	0.00271635531833778	57	1	7	1	0.000533902829684997	Sema4D induced cell migration and growth-cone collapse	MYH11	sulfotransferases	COAD_READ.
TOTAL	27	1	0.0018343637475372	0.0342834523939275	0.0405087868701889	71	0	0.00443194815097217	93	1	15	3	0.00114407749218214	RHO GTPases activate PAKs	MYH11	sulfotransferases	COAD_READ.
TOTAL	32	1	0.00217406073782186	0.0405087868701889	0.0405087868701889	33	0	0.00300228745711018	63	1	13	1	0.000991533826557852	Sema4D in semaphorin signaling	MYH11	sulfotransferases	COAD_READ.
TOTAL	33	1	0.0022420001358788	0.0417492829586154	0.0417492829586154	34	0	0.00309759817003431	65	1	4	1	0.00030508733124857	EPHA-mediated growth cone collapse	MYH11	sulfotransferases	COAD_READ.
TOTAL	39	1	0.0026496365242204	0.0491604116303751	0.0491604116303751	59	0	0.00447960350743424	94	1	5	5	0.000381359164060712	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	RUNX1	sulfotransferases	COAD_READ.
TOTAL	39	1	0.0026496365242204	0.0491604116303751	0.0491604116303751	11	0	0.00238276782310332	50	1	9	1	0.000686446495309282	Organic cation transport	RUNX1	sulfotransferases	COAD_READ.
TOTAL	51	1	0.00346490930090359	0.0638200755731646	0.0638200755731646	12	0	0.00300228745711018	63	1	12	1	0.00091526199374571	Organic cation/anion/zwitterion transport	RUNX1	sulfotransferases	COAD_READ.
TOTAL	55	1	0.00373666689313133	0.0686588620182838	0.0686588620182838	94	0	0.00700533739992375	147	1	11	4	0.000838990160933567	Smooth Muscle Contraction	MYH11	sulfotransferases	COAD_READ.
TOTAL	71	1	0.00482369726204226	0.0877781007542655	0.0877781007542655	333	0	0.01868089973313	392	1	27	3	0.00205933948592785	Transcriptional regulation of granulopoiesis	RUNX1	sulfotransferases	COAD_READ.
TOTAL	72	1	0.00489163666009919	0.0889606219839655	0.0889606219839655	146	0	0.00972169271826153	204	1	41	1	0.00312714514529784	Semaphorin interactions	MYH11	sulfotransferases	COAD_READ.
TOTAL	78	1	0.00529927304844079	0.096025309288996	0.096025309288996	307	0	0.0179184140297369	376	1	33	33	0.0025169704828007	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	RUNX1	sulfotransferases	COAD_READ.
TOTAL	80	1	0.00543515184455466	0.0983686491511503	0.0983686491511503	198	0	0.0130099123141441	273	1	20	1	0.00152543665624285	RHO GTPases activate PKNs	MYH11	sulfotransferases	COAD_READ.
TOTAL	20	2	0.00135878796113866	0.00049953262151925	0.0324696203987512	94	0	0.00505146778497903	106	2	17	6	0.00129662115780642	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	E2F7;E2F7	Dolichol Pathway	GBM.
TOTAL	40	2	0.00271757592227733	0.0019587912290695	0.062681319330224	3	0	0.00204918032786885	43	2	2	1	0.000152543665624285	Association of TriC/CCT with target proteins during biosynthesis	XRN2;HDAC3	Dolichol Pathway	GBM.
TOTAL	20	1	0.00135878796113866	0.0148455336315051	0.0890732017890306	94	0	0.00505146778497903	106	1	17	4	0.00129662115780642	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	E2F8	Complex N-glycans	GBM.
TOTAL	108	4	0.00733745499014879	0.000126536978572456	0.00923719943578927	414	0	0.023684712161647	497	4	18	8	0.00137289299061856	Transcriptional regulation of white adipocyte differentiation	CEBPD;CEBPA;CEBPA;CEBPD	 N-glycan branching	GBM.
TOTAL	71	3	0.00482369726204226	0.000654442868147087	0.0235599432532951	333	0	0.01868089973313	392	3	27	18	0.00205933948592785	Transcriptional regulation of granulopoiesis	CEBPA;CEBPA	 N-glycan branching	GBM.
TOTAL	9	1	0.000611454582512399	0.00973853588221862	0.058140014467328	11	0	0.000953107129241327	20	1	3	1	0.000228815498436427	RUNX3 regulates YAP1-mediated transcription	WWTR1	GalNAc-type O-glycans	GBM.
TOTAL	10	1	0.000679393980569332	0.0108150897718499	0.058140014467328	17	0	0.00128669462447579	27	1	8	1	0.00061017466249714	Displacement of DNA glycosylase by APEX1	MBD4	GalNAc-type O-glycans	GBM.
TOTAL	13	1	0.000883212174740132	0.0140381718598493	0.058140014467328	8	0	0.00100076248570339	21	1	4	1	0.00030508733124857	Physiological factors	WWTR1	GalNAc-type O-glycans	GBM.
TOTAL	18	1	0.0012229091650248	0.0193881059293463	0.058140014467328	138	0	0.00710064811284788	149	1	9	5	0.000686446495309282	YAP1- and WWTR1 (TAZ)-stimulated gene expression	WWTR1	GalNAc-type O-glycans	GBM.
TOTAL	22	1	0.00149466675725253	0.0236484455312325	0.058140014467328	201	0	0.010055280213496	211	1	30	8	0.00228815498436427	Signaling by Hippo	WWTR1	GalNAc-type O-glycans	GBM.
TOTAL	23	1	0.00156260615530946	0.0247108157808429	0.058140014467328	5	0	0.00133434998093786	28	1	2	1	0.000152543665624285	RNA Polymerase III Transcription Termination	NFIC	GalNAc-type O-glycans	GBM.
TOTAL	34	1	0.00230993953393573	0.0363255847707039	0.058140014467328	210	0	0.0115325962638201	242	1	24	3	0.00183052398749142	RUNX2 regulates osteoblast differentiation	WWTR1	GalNAc-type O-glycans	GBM.
TOTAL	39	1	0.0026496365242204	0.0415620435073376	0.058140014467328	353	0	0.0182043461685093	382	1	17	4	0.00129662115780642	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	WWTR1	GalNAc-type O-glycans	GBM.
TOTAL	39	1	0.0026496365242204	0.0415620435073376	0.058140014467328	168	0	0.00972169271826153	204	1	26	2	0.0019830676531157	EGR2 and SOX10-mediated initiation of Schwann cell myelination	WWTR1	GalNAc-type O-glycans	GBM.
TOTAL	42	1	0.0028534547183912	0.044691101908449	0.058140014467328	20	0	0.00295463210064811	62	1	21	2	0.00160170848905499	Recognition and association of DNA glycosylase with site containing an affected pyrimidine	MBD4	GalNAc-type O-glycans	GBM.
TOTAL	43	1	0.00292139411644813	0.0457319913403241	0.058140014467328	246	0	0.0134388105223027	282	1	32	3	0.00244069864998856	RUNX2 regulates bone development	WWTR1	GalNAc-type O-glycans	GBM.
TOTAL	46	1	0.00312521231061893	0.0488482837376178	0.058140014467328	5	0	0.00243042317956538	51	1	13	1	0.000991533826557852	RNA Polymerase III Abortive And Retractive Initiation	NFIC	GalNAc-type O-glycans	GBM.
TOTAL	46	1	0.00312521231061893	0.0488482837376178	0.058140014467328	28	0	0.00352649637819291	74	1	25	1	0.00190679582030356	RNA Polymerase III Transcription	NFIC	GalNAc-type O-glycans	GBM.
TOTAL	48	1	0.00326109110673279	0.0509205088816318	0.058140014467328	72	0	0.00562333206252383	118	1	43	1	0.00327968881092213	Resolution of Abasic Sites (AP sites)	MBD4	GalNAc-type O-glycans	GBM.
TOTAL	51	1	0.00346490930090359	0.0540209121315687	0.058140014467328	0	0	0.00243042317956538	51	1	20	2	0.00152543665624285	Cleavage of the damaged pyrimidine 	MBD4	GalNAc-type O-glycans	GBM.
TOTAL	51	1	0.00346490930090359	0.0540209121315687	0.058140014467328	20	0	0.00338353030880671	71	1	41	4	0.00312714514529784	Depyrimidination	MBD4	GalNAc-type O-glycans	GBM.
TOTAL	55	1	0.00373666689313133	0.058140014467328	0.058140014467328	523	0	0.0265440335493709	557	1	38	4	0.00289832964686141	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	WWTR1	GalNAc-type O-glycans	GBM.
TOTAL	62	1	0.00421224267952986	0.0653080102053859	0.0653080102053859	22	0	0.00400304994281357	84	1	62	4	0.00472885363435283	Base-Excision Repair, AP Site Formation	MBD4	GalNAc-type O-glycans	GBM.
TOTAL	85	1	0.00577484883483932	0.0885015669713956	0.0885015669713956	683	0	0.035217308425467	739	1	82	4	0.00625429029059568	Signaling by TGF-beta Receptor Complex	WWTR1	GalNAc-type O-glycans	GBM.
TOTAL	23	2	0.00156260615530946	0.000133042368402503	0.00177095570854291	153	0	0.00824437666793748	173	2	15	2	0.00114407749218214	FOXO-mediated transcription of cell death genes	BCL6;BCL6	CS HS Initiation	GBM.
TOTAL	28	2	0.00190230314559413	0.000196772856504768	0.00177095570854291	98	0	0.00576629813191003	121	2	19	2	0.00144916482343071	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	BCL6;BCL6	CS HS Initiation	GBM.
TOTAL	83	2	0.00563897003872546	0.00169070800987081	0.0101442480592249	280	0	0.0163934426229508	344	2	68	2	0.00518648463122569	TP53 Regulates Transcription of Cell Death Genes	BCL6;BCL6	CS HS Initiation	GBM.
TOTAL	110	2	0.00747333378626265	0.00293709586437652	0.0117483834575061	494	0	0.0277830728173847	583	2	85	2	0.00648310578903211	FOXO-mediated transcription	BCL6;BCL6	CS HS Initiation	GBM.
TOTAL	216	2	0.0146749099802976	0.0108461980156213	0.0325385940468638	143	0	0.016536408692337	347	2	47	1	0.0035847761421707	Interleukin-4 and Interleukin-13 signaling	BCL6;BCL6	CS HS Initiation	GBM.
TOTAL	31	1	0.00210612133976493	0.0229249036396758	0.0618879848278719	14	0	0.00214449104079298	45	1	15	1	0.00114407749218214	PIWI-interacting RNA (piRNA) biogenesis	MYBL1	CS HS Initiation	GBM.
TOTAL	42	1	0.0028534547183912	0.030943992413936	0.0618879848278719	144	0	0.00814906595501334	171	1	19	4	0.00144916482343071	Oncogene Induced Senescence	ERF	CS HS Initiation	GBM.
TOTAL	486	2	0.0330185474556695	0.0491902168440836	0.0840443901476127	1484	0	0.0880194433854365	1847	2	259	2	0.0197544046983449	Transcriptional Regulation by TP53	BCL6;BCL6	CS HS Initiation	GBM.
TOTAL	647	2	0.0439567905428358	0.0816518251819738	0.0840443901476127	1886	0	0.111275257338925	2335	2	493	1	0.0376020135763862	Signaling by Interleukins	BCL6;BCL6	CS HS Initiation	GBM.
TOTAL	117	1	0.00794890957266119	0.0840443901476127	0.0840443901476127	36	0	0.00710064811284788	149	1	36	1	0.00274578598123713	Gene Silencing by RNA	MYBL1	CS HS Initiation	GBM.
TOTAL	21	2	0.0014267273591956	0.000597462072229882	0.0516681782911704	130	0	0.00700533739992375	147	2	16	2	0.00122034932499428	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	STAT3;STAT3	CS-DS extension	GBM.
TOTAL	23	2	0.00156260615530946	0.000715194508807859	0.0516681782911704	153	0	0.00824437666793748	173	2	15	2	0.00114407749218214	FOXO-mediated transcription of cell death genes	BCL6;BCL6	CS-DS extension	GBM.
TOTAL	28	2	0.00190230314559413	0.00105445261818715	0.0516681782911704	98	0	0.00576629813191003	121	2	19	2	0.00144916482343071	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	BCL6;BCL6	CS-DS extension	GBM.
TOTAL	45	2	0.00305727291256199	0.00267588478795822	0.099007737154454	227	0	0.0127716355318338	268	2	35	4	0.00266951414842499	Transcriptional regulation of pluripotent stem cells	STAT3;STAT3	CS-DS extension	GBM.
TOTAL	104	5	0.00706569739792105	7.27822773316511e-06	0.00112812529864059	437	0	0.0246378192908883	517	5	59	14	0.00450003813591641	Circadian Clock	PPARA;MEF2C;RXRA;NCOR1;PPARA	HS extension	GBM.
TOTAL	87	4	0.00591072763095319	7.67276946574968e-05	0.00590803248862726	193	0	0.0127716355318338	268	4	32	2	0.00244069864998856	Transcriptional activation of mitochondrial biogenesis	MEF2C;RXRA;NCOR1;PPARA	HS extension	GBM.
TOTAL	42	3	0.0028534547183912	0.000181871345851459	0.00927543863842439	114	0	0.00724361418223408	152	3	20	2	0.00152543665624285	BMAL1:CLOCK,NPAS2 activates circadian gene expression	PPARA;RXRA;PPARA	HS extension	GBM.
TOTAL	10	2	0.000679393980569332	0.000319244019733378	0.0100329424222698	45	0	0.00252573389248952	53	2	8	2	0.00061017466249714	MECP2 regulates transcription factors	MEF2C;MEF2C	HS extension	GBM.
TOTAL	127	4	0.00862830355323052	0.000323643303944188	0.0100329424222698	324	0	0.0206347693480747	433	4	36	2	0.00274578598123713	Mitochondrial biogenesis	MEF2C;RXRA;NCOR1;PPARA	HS extension	GBM.
TOTAL	15	2	0.001019090970854	0.00071247790463369	0.0178119476158423	23	0	0.00166793747617232	35	2	6	6	0.000457630996872855	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	RXRA;NCOR1	HS extension	GBM.
TOTAL	174	4	0.0118214552619064	0.00104583918081491	0.0207240189349025	363	0	0.0250190621425848	525	4	41	41	0.00312714514529784	PPARA activates gene expression	PPARA;RXRA;NCOR1;PPARA	HS extension	GBM.
TOTAL	176	4	0.0119573340580202	0.00109073783867908	0.0207240189349025	393	0	0.0262581014105986	551	4	44	44	0.00335596064373427	Regulation of lipid metabolism by PPARalpha	PPARA;RXRA;NCOR1;PPARA	HS extension	GBM.
TOTAL	86	3	0.00584278823289626	0.00144403862375053	0.024548656603759	27	0	0.0050991231414411	107	3	2	2	0.000152543665624285	Nuclear Receptor transcription pathway	RXRA;NCOR1;PPARA	HS extension	GBM.
TOTAL	25	2	0.00169848495142333	0.0019471945268128	0.029207917902192	56	0	0.00386008387342737	81	2	4	1	0.00030508733124857	RORA activates gene expression	RXRA;PPARA	HS extension	GBM.
TOTAL	100	3	0.00679393980569332	0.00221466825996286	0.03100535563948	359	0	0.0214449104079299	450	3	77	3	0.00587293112653497	Transcriptional Regulation by MECP2	MEF2C;MEF2C;NCOR1	HS extension	GBM.
TOTAL	108	3	0.00733745499014879	0.00275060249324288	0.0330072299189146	414	0	0.023684712161647	497	3	18	13	0.00137289299061856	Transcriptional regulation of white adipocyte differentiation	RXRA;NCOR1;PPARA	HS extension	GBM.
TOTAL	40	2	0.00271757592227733	0.00486497546540421	0.0535147301194463	548	0	0.0274018299656881	575	2	25	2	0.00190679582030356	SUMOylation of intracellular receptors	RXRA;PPARA	HS extension	GBM.
TOTAL	46	2	0.00312521231061893	0.000998140379769419	0.0289460710133131	323	0	0.0166317194052612	349	2	33	31	0.0025169704828007	Transcriptional Regulation by E2F6	E2F6;RNF2	GPI anchor extension	GBM.
TOTAL	21	2	0.0014267273591956	0.000419814509328376	0.0323257172182849	130	0	0.00700533739992375	147	2	16	2	0.00122034932499428	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	STAT3;STAT3	sulfotransferases	GBM.
TOTAL	45	2	0.00305727291256199	0.001888387456362	0.0717587233417558	227	0	0.0127716355318338	268	2	35	4	0.00266951414842499	Transcriptional regulation of pluripotent stem cells	STAT3;STAT3	sulfotransferases	GBM.
TOTAL	71	2	0.00482369726204226	0.00459725006820932	0.0956968479720105	333	0	0.01868089973313	392	2	27	6	0.00205933948592785	Transcriptional regulation of granulopoiesis	STAT3;FLI1	sulfotransferases	GBM.
TOTAL	5	1	0.000339696990284666	0.00710945610156477	0.0956968479720105	83	0	0.00414601601219977	87	1	4	4	0.00030508733124857	MET activates STAT3	STAT3	sulfotransferases	GBM.
TOTAL	5	1	0.000339696990284666	0.00710945610156477	0.0956968479720105	83	0	0.00414601601219977	87	1	1	1	7.62718328121425e-05	Signalling to STAT3	STAT3	sulfotransferases	GBM.
TOTAL	7	1	0.000475575786398533	0.00993973807727067	0.0956968479720105	124	0	0.00614754098360656	129	1	9	6	0.000686446495309282	PTK6 Activates STAT3	STAT3	sulfotransferases	GBM.
TOTAL	11	1	0.000747333378626265	0.01557726771154	0.0956968479720105	136	0	0.00676706061761342	142	1	12	6	0.00091526199374571	Interleukin-23 signaling	STAT3	sulfotransferases	GBM.
TOTAL	11	1	0.000747333378626265	0.01557726771154	0.0956968479720105	60	0	0.00300228745711018	63	1	4	1	0.00030508733124857	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	STAT3	sulfotransferases	GBM.
TOTAL	12	1	0.000815272776683199	0.0169818657463486	0.0956968479720105	1	0	0.000619519634006862	13	1	5	2	0.000381359164060712	Interleukin-21 signaling	STAT3	sulfotransferases	GBM.
TOTAL	13	1	0.000883212174740132	0.0183845549711953	0.0956968479720105	125	0	0.00652878383530309	137	1	19	5	0.00144916482343071	Signaling by Leptin	STAT3	sulfotransferases	GBM.
TOTAL	13	1	0.000883212174740132	0.0183845549711953	0.0956968479720105	192	0	0.00953107129241327	200	1	20	5	0.00152543665624285	Interleukin-27 signaling	STAT3	sulfotransferases	GBM.
TOTAL	16	1	0.00108703036891093	0.0225811944157803	0.0956968479720105	129	0	0.00676706061761342	142	1	13	5	0.000991533826557852	Interleukin-9 signaling	STAT3	sulfotransferases	GBM.
TOTAL	16	1	0.00108703036891093	0.0225811944157803	0.0956968479720105	122	0	0.00633816240945482	133	1	3	1	0.000228815498436427	SUMOylation of DNA methylation proteins	PCGF2	sulfotransferases	GBM.
TOTAL	16	1	0.00108703036891093	0.0225811944157803	0.0956968479720105	335	0	0.0162028211971026	340	1	17	5	0.00129662115780642	Interleukin-15 signaling	STAT3	sulfotransferases	GBM.
TOTAL	16	1	0.00108703036891093	0.0225811944157803	0.0956968479720105	174	0	0.00876858558902021	184	1	26	3	0.0019830676531157	Interleukin-35 Signalling	STAT3	sulfotransferases	GBM.
TOTAL	18	1	0.0012229091650248	0.0253694550976351	0.0956968479720105	109	0	0.00586160884483416	123	1	20	6	0.00152543665624285	Interleukin-6 signaling	STAT3	sulfotransferases	GBM.
TOTAL	19	1	0.00129084856308173	0.0267607431115523	0.0956968479720105	119	0	0.00648112847884102	136	1	7	1	0.000533902829684997	Signaling by PDGFRA extracellular domain mutants	STAT3	sulfotransferases	GBM.
